size, hits, misses, hitRatio, missRatio, executionTime,
3, 9532, 442, 0.9532, 0.0442, 4035,
4, 9697, 277, 0.9697, 0.0277, 3999,
5, 9808, 166, 0.9808, 0.0166, 3967,
6, 9860, 114, 0.986, 0.0114, 4003,
7, 9896, 78, 0.9896, 0.0078, 8036,
8, 9918, 56, 0.9918, 0.0056, 3992,
9, 9925, 49, 0.9925, 0.0049, 4003,
10, 9935, 39, 0.9935, 0.0039, 3996,
11, 9947, 27, 0.9947, 0.0027, 4002,
12, 9958, 16, 0.9958, 0.0016, 8000,
13, 9960, 14, 0.996, 0.0014, 3999,
14, 9965, 9, 0.9965, 0.0009, 6584,
15, 9968, 6, 0.9968, 0.0006, 4001,
16, 9970, 4, 0.997, 0.0004, 8005,
17, 9973, 1, 0.9973, 0.0001, 3994,
18, 9973, 1, 0.9973, 0.0001, 8000,
19, 9974, 0, 0.9974, 0, 4000,
20, 9974, 0, 0.9974, 0, 8001,
21, 9974, 0, 0.9974, 0, 3994,
22, 9974, 0, 0.9974, 0, 4005,
23, 9974, 0, 0.9974, 0, 7968,
24, 9974, 0, 0.9974, 0, 4026,
25, 9974, 0, 0.9974, 0, 8006,
26, 9974, 0, 0.9974, 0, 3973,
27, 9974, 0, 0.9974, 0, 8186,
28, 9974, 0, 0.9974, 0, 8005,
29, 9974, 0, 0.9974, 0, 4000,
30, 9974, 0, 0.9974, 0, 7736,
31, 9974, 0, 0.9974, 0, 3973,
32, 9974, 0, 0.9974, 0, 8000,
33, 9974, 0, 0.9974, 0, 3995,
34, 9974, 0, 0.9974, 0, 8005,
35, 9974, 0, 0.9974, 0, 4001,
36, 9974, 0, 0.9974, 0, 8022,
37, 9974, 0, 0.9974, 0, 3976,
38, 9974, 0, 0.9974, 0, 8001,
39, 9974, 0, 0.9974, 0, 4000,
40, 9974, 0, 0.9974, 0, 3994,
41, 9974, 0, 0.9974, 0, 8006,
42, 9974, 0, 0.9974, 0, 3983,
43, 9974, 0, 0.9974, 0, 8034,
44, 9974, 0, 0.9974, 0, 3988,
45, 9974, 0, 0.9974, 0, 7989,
46, 9974, 0, 0.9974, 0, 7973,
47, 9974, 0, 0.9974, 0, 9048,
48, 9974, 0, 0.9974, 0, 3999,
49, 9974, 0, 0.9974, 0, 7977,
