size, hits, misses, hitRatio, missRatio, executionTime,
3, 9532, 442, 0.9532, 0.0442, 12000,
4, 9719, 255, 0.9719, 0.0255, 7981,
5, 9811, 163, 0.9811, 0.0163, 7975,
6, 9856, 118, 0.9856, 0.0118, 4014,
7, 9894, 80, 0.9894, 0.008, 4005,
8, 9917, 57, 0.9917, 0.0057, 3962,
9, 9929, 45, 0.9929, 0.0045, 4304,
10, 9939, 35, 0.9939, 0.0035, 3997,
11, 9950, 24, 0.995, 0.0024, 4004,
12, 9956, 18, 0.9956, 0.0018, 0,
13, 9959, 15, 0.9959, 0.0015, 7963,
14, 9963, 11, 0.9963, 0.0011, 8037,
15, 9966, 8, 0.9966, 0.0008, 0,
16, 9968, 6, 0.9968, 0.0006, 8049,
17, 9972, 2, 0.9972, 0.0002, 0,
18, 9973, 1, 0.9973, 0.0001, 3994,
19, 9974, 0, 0.9974, 0, 3999,
20, 9974, 0, 0.9974, 0, 4017,
21, 9974, 0, 0.9974, 0, 3983,
22, 9974, 0, 0.9974, 0, 0,
23, 9974, 0, 0.9974, 0, 3995,
24, 9974, 0, 0.9974, 0, 4011,
25, 9974, 0, 0.9974, 0, 3988,
26, 9974, 0, 0.9974, 0, 4002,
27, 9974, 0, 0.9974, 0, 0,
28, 9974, 0, 0.9974, 0, 3999,
29, 9974, 0, 0.9974, 0, 3999,
30, 9974, 0, 0.9974, 0, 4010,
31, 9974, 0, 0.9974, 0, 3990,
32, 9974, 0, 0.9974, 0, 0,
33, 9974, 0, 0.9974, 0, 0,
34, 9974, 0, 0.9974, 0, 3949,
35, 9974, 0, 0.9974, 0, 3998,
36, 9974, 0, 0.9974, 0, 4006,
37, 9974, 0, 0.9974, 0, 4000,
38, 9974, 0, 0.9974, 0, 4000,
39, 9974, 0, 0.9974, 0, 4005,
40, 9974, 0, 0.9974, 0, 3990,
41, 9974, 0, 0.9974, 0, 4008,
42, 9974, 0, 0.9974, 0, 3997,
43, 9974, 0, 0.9974, 0, 0,
44, 9974, 0, 0.9974, 0, 4002,
45, 9974, 0, 0.9974, 0, 4070,
46, 9974, 0, 0.9974, 0, 3965,
47, 9974, 0, 0.9974, 0, 4007,
48, 9974, 0, 0.9974, 0, 3996,
49, 9974, 0, 0.9974, 0, 0,
